Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts,PPts
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,14.0,21.0,9.0,Max Papis,GEICO (Germain Racing),Toyota,206.0,8375.0,running,0.0,121.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,15.0,30.0,46.0,John King,Fairway Ford / Appalachian Ironworks (Danny Gill),Ford,204.0,11600.0,running,0.0,118.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,16.0,33.0,6.0,Clay Greenfield,Matthews Mobile Media (Rick Ware),Chevrolet,204.0,10475.0,running,0.0,115.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,17.0,11.0,3.0,Austin Dillon,Bass Pro Shops / Remington / Tracker Boats (Richard Childress),Chevrolet,204.0,10420.0,running,0.0,112.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,18.0,29.0,12.0,Mario Gosselin,TireMonkey.com / UNOH / HT&S Mulch (Mario Gosselin),Chevrolet,204.0,10350.0,running,0.0,109.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,19.0,22.0,4.0,Ricky Carmichael,Monster Energy (Steve Turner),Chevrolet,203.0,10300.0,running,0.0,106.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,20.0,28.0,0.0,Carl Long,Koma Unwind Chillaxation Drink (Daisy Ramirez),Chevrolet,203.0,8500.0,running,0.0,0.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,21.0,26.0,85.0,Brent Raymer,Ford. Drive one. (Brent Raymer),Ford,201.0,10200.0,running,0.0,100.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,22.0,25.0,39.0,Ryan Sieg,S&W Services (Rod Sieg),Chevrolet,200.0,10175.0,running,0.0,97.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,23.0,12.0,81.0,David Starr,Chasco Construction (Randy Moss),Toyota,198.0,10150.0,crash,0.0,94.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,24.0,16.0,52.0,Ken Schrader,Federated Auto Parts (Ken Schrader),Chevrolet,198.0,7875.0,crash,0.0,0.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,25.0,34.0,57.0,Norm Benning,Norm Benning Racing (Norm Benning),Chevrolet,197.0,10075.0,running,0.0,88.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,26.0,3.0,2.0,Elliott Sadler,Grand Touring Vodka (Kevin Harvick),Chevrolet,190.0,9875.0,crash,17.0,90.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,27.0,35.0,1.0,Jerick Johnson,Koma Unwind Chillaxation Drink (Daisy Ramirez),Chevrolet,135.0,9100.0,engine,0.0,82.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,28.0,32.0,10.0,Jennifer Jo Cobb,DrivenMale.com / DriverBoutique.com (Jennifer Jo Cobb),Ford,102.0,8725.0,running,0.0,79.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,29.0,20.0,87.0,Chris Jones,Copy Wizard (Rick Jones),Chevrolet,95.0,7675.0,transmission,0.0,76.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,30.0,10.0,7.0,Donny Lia,ASI Limited (Ken Smith),Toyota,91.0,8150.0,crash,0.0,73.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,31.0,13.0,21.0,Jake Crum,The Honey Do Service (Steve Urvan),Chevrolet,90.0,7215.0,fuel pump,0.0,70.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,32.0,27.0,48.0,Hermie Sadler,HeatRedefined.com (Andy Hillenburg),Chevrolet,90.0,7150.0,engine,0.0,67.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,33.0,2.0,31.0,James Buescher,Wolf Pack Rentals / Volunteer Chevrolet (Steve Turner),Chevrolet,84.0,7125.0,crash,0.0,64.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,34.0,9.0,60.0,Stacy Compton,SafeAuto Insurance (Jeff Wyler),Chevrolet,59.0,7100.0,engine,0.0,61.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,35.0,24.0,93.0,Mike Garvey,S&W Towing (Rod Sieg),Chevrolet,34.0,7075.0,rear gear,0.0,58.0,
2010,16,Bristol,Bristol Motor Speedway,0.533,paved track,36.0,17.0,23.0,Jason White,GunBroker.com / Outdoor Channel Outfitters (Steve Urvan),Dodge,28.0,7039.0,engine,0.0,55.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,1.0,4.0,18.0,Kyle Busch,Toyota Tundra / TRAXXAS (Kyle Busch),Toyota,154.0,52300.0,running,121.0,195.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,2.0,1.0,30.0,Todd Bodine,Germain.com (Germain Racing),Toyota,154.0,39640.0,running,17.0,175.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,3.0,7.0,33.0,"Ron Hornaday, Jr.",ShopEZGO.com (Kevin Harvick),Chevrolet,154.0,25360.0,running,9.0,170.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,4.0,5.0,13.0,Johnny Sauter,In Country Television / Curb Records (Mike Curb),Chevrolet,154.0,18775.0,running,0.0,160.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,5.0,10.0,7.0,Justin Lofton,visitPIT.com (Tom DeLoach),Toyota,154.0,17975.0,running,0.0,155.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,6.0,8.0,51.0,Aric Almirola,Zyclara by Graceway Pharmaceuticals (Billy Ballew),Toyota,154.0,15275.0,running,0.0,150.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,7.0,18.0,88.0,Matt Crafton,Fisher / Menards (Duke Thorson),Chevrolet,154.0,14225.0,running,0.0,146.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,8.0,21.0,73.0,Rick Crawford,SuperSeal Construction Products (Ron Crosby),Chevrolet,154.0,12900.0,running,0.0,142.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,9.0,2.0,3.0,Austin Dillon,Bass Pro Shops / Remington / Tracker Boats (Richard Childress),Chevrolet,154.0,14075.0,running,6.0,143.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,10.0,12.0,21.0,David Starr,ASI Limited (Steve Urvan),Chevrolet,154.0,14975.0,running,1.0,139.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,11.0,11.0,23.0,Jason White,ASI Limited / Akzo Nobel / GunBroker.com (Steve Urvan),Chevrolet,154.0,15925.0,running,0.0,130.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,12.0,3.0,31.0,James Buescher,Wolf Pack Rentals (Steve Turner),Chevrolet,154.0,13800.0,running,0.0,127.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,13.0,14.0,84.0,Chris Fontaine,Glenden Enterprises (Chris Fontaine),Chevrolet,154.0,11525.0,running,0.0,124.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,14.0,9.0,60.0,Narain Karthikeyan,Starbeast Motorsports / SafeAuto Insurance (Jeff Wyler),Chevrolet,154.0,13725.0,running,0.0,121.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,15.0,19.0,39.0,Ryan Sieg,S&W Towing (Rod Sieg),Chevrolet,153.0,14725.0,running,0.0,118.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,16.0,17.0,90.0,Brad Sweet,Great Clips / Intercontinental Chicago O'Hare (Doug Stringer),Toyota,152.0,11350.0,running,0.0,115.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,17.0,22.0,7.0,"Tony Jackson, Jr.",ASI Limited (Ken Smith),Chevrolet,151.0,13525.0,running,0.0,112.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,18.0,25.0,41.0,Steve Park,Bollegraaf (Carl Hartman),Toyota,151.0,11225.0,running,0.0,109.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,19.0,26.0,12.0,Mario Gosselin,TireMonkey.com / James Carter Attorney (Mario Gosselin),Chevrolet,150.0,13425.0,running,0.0,106.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,20.0,20.0,15.0,Johanna Long,Panhandle Grading & Paving (Billy Ballew),Toyota,150.0,13850.0,running,0.0,103.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,21.0,15.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,147.0,13325.0,engine,0.0,100.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,22.0,29.0,10.0,Jennifer Jo Cobb,DrivenMale.com / DriverBoutique.com (Jennifer Jo Cobb),Ford,147.0,13300.0,running,0.0,97.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,23.0,16.0,5.0,Mike Skinner,International Trucks / Monaco RV (Randy Moss),Toyota,143.0,13275.0,running,0.0,94.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,24.0,34.0,57.0,Norm Benning,Norm Benning Racing (Norm Benning),Chevrolet,142.0,12000.0,running,0.0,91.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,25.0,32.0,47.0,Lance Fenton,J.C. Whitney / Lilly Trucking (Rick Ware),Chevrolet,142.0,11975.0,running,0.0,88.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,26.0,35.0,1.0,Jerick Johnson,Koma Unwind Chillaxation Drink (Daisy Ramirez),Chevrolet,138.0,10950.0,running,0.0,85.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,27.0,33.0,6.0,Ken Butler III,Kids Embrace Car Seats (Rick Ware),Chevrolet,137.0,10925.0,running,0.0,82.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,28.0,13.0,4.0,Ricky Carmichael,Monster Energy (Steve Turner),Chevrolet,86.0,10900.0,oil leak,0.0,79.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,29.0,24.0,86.0,Jamie Dick,Viva Auto Group (Jimmy Dick),Chevrolet,58.0,10850.0,engine,0.0,76.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,30.0,30.0,46.0,J.C. Stout,Team Gill Racing (Danny Gill),Dodge,53.0,11675.0,engine,0.0,73.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,31.0,6.0,2.0,Shelby Howard,ForeTravel Motorcoach (Kevin Harvick),Chevrolet,28.0,10800.0,engine,0.0,70.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,32.0,23.0,87.0,Chris Jones,Copy Wizard (Rick Jones),Chevrolet,17.0,10775.0,electrical,0.0,67.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,33.0,36.0,93.0,Mike Garvey,S&W Towing (Rod Sieg),Chevrolet,15.0,10750.0,transmission,0.0,64.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,34.0,28.0,89.0,Mike Harmon,Lafferty Performance / Blue Ox (Chris Lafferty),Ford,7.0,10725.0,overheating,0.0,61.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,35.0,31.0,85.0,Brent Raymer,Blast-It-All / Ford. Drive One. (Brent Raymer),Ford,4.0,10700.0,handling,0.0,58.0,
2010,17,Chicago,Chicagoland Speedway,1.5,paved track,36.0,27.0,95.0,Tim Andrews,Team Gill Racing (Danny Gill),Dodge,2.0,10666.0,overheating,0.0,55.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,1.0,14.0,30.0,Todd Bodine,Germain.com (Germain Racing),Toyota,150.0,74875.0,running,18.0,190.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,2.0,2.0,13.0,Johnny Sauter,FarmPaint.com / Curb Records (Mike Curb),Chevrolet,150.0,49590.0,running,21.0,175.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,3.0,5.0,51.0,Aric Almirola,Zyclara by Graceway Pharmaceuticals (Billy Ballew),Toyota,150.0,36610.0,running,0.0,165.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,4.0,13.0,23.0,Jason White,ASI Limited / Akzo Nobel (Steve Urvan),Ford,150.0,24500.0,running,0.0,160.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,5.0,9.0,4.0,Ricky Carmichael,Monster Energy (Steve Turner),Chevrolet,150.0,20900.0,running,0.0,155.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,6.0,12.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,150.0,15600.0,running,0.0,150.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,7.0,4.0,18.0,Kyle Busch,Dollar General / Toyota Tundra (Kyle Busch),Toyota,150.0,12050.0,running,73.0,156.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,8.0,26.0,39.0,Ryan Sieg,S&W Towing (Rod Sieg),Chevrolet,150.0,14300.0,running,0.0,142.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,9.0,1.0,3.0,Austin Dillon,Bass Pro Shops / Remington / Tracker Boats (Richard Childress),Chevrolet,149.0,15400.0,running,10.0,143.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,10.0,10.0,88.0,Matt Crafton,Menards / Ideal Door (Duke Thorson),Chevrolet,149.0,12650.0,running,0.0,134.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,11.0,7.0,7.0,Justin Lofton,visitPIT.com (Tom DeLoach),Toyota,149.0,11600.0,running,0.0,130.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,12.0,16.0,60.0,Stacy Compton,SafeAuto Insurance / Wyler.com (Jeff Wyler),Chevrolet,149.0,11425.0,running,3.0,132.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,13.0,3.0,5.0,Mike Skinner,International Trucks / Monaco RV (Randy Moss),Toyota,149.0,11325.0,running,0.0,124.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,14.0,20.0,81.0,David Starr,Allegro Marinade (Steve Urvan),Toyota,149.0,11225.0,running,0.0,121.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,15.0,24.0,92.0,Dennis Setzer,FleetHQ.com / BTS Tire & Wheel Distributors (Ricky Benton),Chevrolet,149.0,9425.0,running,0.0,118.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,16.0,29.0,12.0,Mario Gosselin,TireMonkey.com / James Carter Attorney (Mario Gosselin),Chevrolet,149.0,11425.0,running,0.0,115.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,17.0,27.0,85.0,Brent Raymer,Ford. Drive one. (Brent Raymer),Ford,149.0,10825.0,running,0.0,112.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,18.0,6.0,90.0,Donny Lia,Dave Dayton's Racers Auction & Trade Show (Doug Stringer),Toyota,148.0,8475.0,running,0.0,109.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,19.0,15.0,2.0,Shelby Howard,ForeTravel Motorcoach (Kevin Harvick),Chevrolet,148.0,8375.0,running,0.0,106.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,20.0,21.0,77.0,Miguel Paludo,Stemco / Duroline (Germain Racing),Toyota,148.0,8800.0,running,0.0,103.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,21.0,36.0,44.0,Will Kimmel,Lucas Oil Products / Checkmate (Bill Kimmel),Ford,148.0,8250.0,running,0.0,100.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,22.0,11.0,31.0,James Buescher,Wolf Pack Rentals (Steve Turner),Chevrolet,148.0,10425.0,running,0.0,97.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,23.0,30.0,10.0,Jennifer Jo Cobb,DrivenMale.com / DriverBoutique.com (Jennifer Jo Cobb),Ford,147.0,10375.0,running,0.0,94.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,24.0,32.0,46.0,Clay Greenfield,Team Gill Racing (Danny Gill),Dodge,147.0,10325.0,running,0.0,91.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,25.0,18.0,41.0,Steve Park,Van Dyk Baler Corp. / Bollegraaf (Carl Hartman),Toyota,147.0,8025.0,running,0.0,88.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,26.0,31.0,6.0,Carl Long,Kisses4Kate.org (Rick Ware),Chevrolet,147.0,8975.0,running,0.0,85.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,27.0,19.0,72.0,John Jackson,James Carter Attorney / SponsorTheTruck.com (Mario Gosselin),Chevrolet,147.0,8275.0,running,0.0,82.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,28.0,22.0,47.0,Jeffrey Earnhardt,Fuel Doctor (Rick Ware),Chevrolet,146.0,8825.0,running,0.0,79.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,29.0,8.0,33.0,"Ron Hornaday, Jr.",E-Z-Go 2Five Street Legal Vehicle (Kevin Harvick),Chevrolet,146.0,10825.0,running,23.0,81.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,30.0,35.0,1.0,Chris Lafferty,Koma Unwind Chillaxation Drink (Daisy Ramirez),Dodge,141.0,8125.0,running,0.0,73.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,31.0,34.0,57.0,Norm Benning,Norm Benning Racing (Norm Benning),Chevrolet,130.0,7525.0,rear end,0.0,70.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,32.0,23.0,82.0,Paddy Rodenbeck,Integrity Global Security (Patrick Rodenbeck),Chevrolet,91.0,7425.0,crash,0.0,67.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,33.0,17.0,87.0,Chris Jones,Copy Wizard (Rick Jones),Chevrolet,41.0,7325.0,ignition,2.0,69.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,34.0,25.0,93.0,Mike Garvey,S&W Towing (Rod Sieg),Chevrolet,10.0,7225.0,overheating,0.0,61.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,35.0,33.0,7.0,Butch Miller,ASI Limited (Ken Smith),Dodge,4.0,7125.0,clutch,0.0,58.0,
2010,18,Kentucky,Kentucky Speedway,1.5,paved track,36.0,28.0,95.0,Tim Andrews,Team Gill Racing (Danny Gill),Dodge,2.0,7030.0,vibration,0.0,55.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,1.0,1.0,18.0,Kyle Busch,Toyota Tundra (Kyle Busch),Toyota,175.0,55425.0,running,156.0,195.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,2.0,5.0,31.0,James Buescher,Wolf Pack Rentals (Steve Turner),Chevrolet,175.0,34015.0,running,8.0,175.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,3.0,2.0,2.0,Kevin Harvick,Jegs.com (Kevin Harvick),Chevrolet,175.0,25260.0,running,11.0,170.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,4.0,11.0,88.0,Matt Crafton,Fisher / Menards (Duke Thorson),Chevrolet,175.0,18925.0,running,0.0,160.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,5.0,4.0,3.0,Austin Dillon,Bass Pro Shops / Remington / Tracker Boats (Richard Childress),Chevrolet,175.0,16825.0,running,0.0,155.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,6.0,8.0,17.0,Timothy Peters,Red Horse Racing (Tom DeLoach),Toyota,175.0,14175.0,running,0.0,150.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,7.0,7.0,13.0,Johnny Sauter,Street Smart / Curb Records (Mike Curb),Chevrolet,175.0,12000.0,running,0.0,146.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,8.0,6.0,51.0,Aric Almirola,Zyclara by Graceway Pharmaceuticals (Billy Ballew),Toyota,175.0,12250.0,running,0.0,142.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,9.0,9.0,30.0,Todd Bodine,Germain.com (Germain Racing),Toyota,175.0,11850.0,running,0.0,138.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,10.0,17.0,47.0,"Bobby Hamilton, Jr.",GreetingsExpress.com (Rick Ware),Chevrolet,175.0,11900.0,running,0.0,134.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,11.0,10.0,7.0,Justin Lofton,visitPIT.com (Tom DeLoach),Toyota,175.0,10700.0,running,0.0,130.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,12.0,18.0,90.0,Donny Lia,Dave Dayton's Racers Auction & Trade Show (Doug Stringer),Toyota,175.0,8150.0,running,0.0,127.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,13.0,16.0,5.0,Mike Skinner,Exide Batteries / International Trucks (Randy Moss),Toyota,175.0,10375.0,running,0.0,124.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,14.0,19.0,23.0,Jason White,GunBroker.com (Steve Urvan),Chevrolet,175.0,10325.0,running,0.0,121.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,15.0,12.0,81.0,David Starr,Zachry (Steve Urvan),Toyota,175.0,11125.0,running,0.0,118.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,16.0,14.0,60.0,Stacy Compton,SafeAuto Insurance / Melling Engine Parts (Jeff Wyler),Chevrolet,174.0,10350.0,running,0.0,115.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,17.0,15.0,12.0,Mario Gosselin,Accell Construction / James Carter Attorney (Mario Gosselin),Chevrolet,173.0,10075.0,running,0.0,112.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,18.0,20.0,92.0,Dennis Setzer,FleetHQ.com / BTS Tire & Wheel Distributors (Ricky Benton),Chevrolet,172.0,7775.0,running,0.0,109.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,19.0,27.0,85.0,Brent Raymer,Ford. Drive one. (Brent Raymer),Ford,172.0,9975.0,running,0.0,106.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,20.0,21.0,39.0,Ryan Sieg,S&W Towing (Rod Sieg),Chevrolet,172.0,10400.0,running,0.0,103.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,21.0,24.0,64.0,Peyton Sellers,Skills USA (Stacy Compton),Chevrolet,171.0,7400.0,running,0.0,100.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,22.0,31.0,10.0,Jennifer Jo Cobb,DrivenMale.com / DriverBoutique.com (Jennifer Jo Cobb),Ford,170.0,10625.0,running,0.0,97.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,23.0,29.0,1.0,Carl Long,Koma Unwind Chillaxation Drink (Daisy Ramirez),Chevrolet,170.0,9600.0,running,0.0,94.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,24.0,3.0,33.0,"Ron Hornaday, Jr.",ShopEZGO.com (Kevin Harvick),Chevrolet,169.0,9325.0,crash,0.0,91.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,25.0,25.0,89.0,Mike Harmon,Lafferty Performance / Blue Ox (Chris Lafferty),Ford,169.0,8300.0,running,0.0,88.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,26.0,33.0,57.0,Norm Benning,Norm Benning Racing (Norm Benning),Chevrolet,169.0,7275.0,running,0.0,85.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,27.0,28.0,6.0,"Tim Bainey, Jr.",Complete Hydraulics / Barry's Collision (Valerie Yurek),Chevrolet,166.0,7600.0,running,0.0,82.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,28.0,23.0,46.0,John King,Fairway Ford (Danny Gill),Ford,165.0,7225.0,running,0.0,79.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,29.0,13.0,4.0,Ricky Carmichael,Monster Energy (Steve Turner),Chevrolet,164.0,7200.0,running,0.0,76.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,30.0,22.0,71.0,Eddie MacDonald,Grimm Construction (Rob Grimm),Ford,82.0,7655.0,crash,0.0,73.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,31.0,26.0,93.0,Mike Garvey,S&W Towing (Rod Sieg),Chevrolet,21.0,7145.0,brakes,0.0,70.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,32.0,32.0,7.0,Butch Miller,ASI Limited (Ken Smith),Dodge,16.0,7135.0,rear gear,0.0,67.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,33.0,34.0,24.0,Chris Lafferty,Lafferty Performance (Chris Lafferty),Chevrolet,13.0,7125.0,transmission,0.0,0.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,34.0,36.0,0.0,Brian Weber,Koma Unwind Chillaxation Drink (Daisy Ramirez),Chevrolet,11.0,7115.0,overheating,0.0,0.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,35.0,35.0,6.0,Donnie Neuenberger,Lilly Trucking (Rick Ware),Dodge,4.0,6975.0,brakes,0.0,58.0,
2010,19,Loudon,New Hampshire Motor Speedway,1.058,paved track,36.0,30.0,95.0,J.C. Stout,Team Gill Racing (Danny Gill),Dodge,2.0,6920.0,electrical,0.0,55.0,
2010,20,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,1.0,1.0,3.0,Austin Dillon,Bass Pro Shops / Remington / Tracker Boats (Richard Childress),Chevrolet,146.0,44425.0,running,93.0,195.0,
2010,20,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,2.0,4.0,13.0,Johnny Sauter,FarmPaint.com / Curb Records (Mike Curb),Chevrolet,146.0,27390.0,running,0.0,170.0,
2010,20,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,3.0,2.0,31.0,James Buescher,Wolf Pack Rentals (Steve Turner),Chevrolet,146.0,18685.0,running,17.0,170.0,
2010,20,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,4.0,5.0,30.0,Todd Bodine,Valvoline (Germain Racing),Toyota,146.0,17875.0,running,0.0,160.0,
2010,20,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,5.0,3.0,88.0,Matt Crafton,Australian Gold / Menards (Duke Thorson),Chevrolet,146.0,14125.0,running,0.0,155.0,
2010,20,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,6.0,13.0,51.0,Aric Almirola,Zyclara by Graceway Pharmaceuticals (Billy Ballew),Toyota,146.0,12825.0,running,4.0,155.0,
2010,20,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,7.0,9.0,18.0,Brian Ickler,M&Ms (Kyle Busch),Toyota,146.0,12025.0,running,0.0,146.0,
2010,20,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,8.0,17.0,7.0,Justin Lofton,visitPIT.com (Tom DeLoach),Toyota,146.0,11500.0,running,0.0,142.0,
2010,20,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,9.0,8.0,4.0,Ricky Carmichael,Monster Energy (Steve Turner),Chevrolet,146.0,13450.0,running,1.0,143.0,
2010,20,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,10.0,6.0,2.0,Ken Schrader,Kroger (Kevin Harvick),Chevrolet,146.0,12350.0,running,0.0,134.0,
2010,20,Las Vegas,Las Vegas Motor Speedway,1.5,paved track,11.0,7.0,33.0,"Ron Hornaday, Jr.",ShopEZGO.com (Kevin Harvick),Chevrolet,146.0,12350.0,running,23.0,135.0,
